20000;1;1.018367
20000;2;0.883204
20000;3;0.629260
20000;4;0.509414
20000;6;0.685175
20000;9;0.714430
20000;12;0.798896
20000;15;0.732535
20000;18;0.775373
20000;21;0.770867
20000;48;0.881625




1000;1;0.003980
2000;2;0.012438
3000;3;0.016501
4000;4;0.022711
6000;6;0.068461
9000;9;0.167842
12000;12;0.316621
15000;15;0.491846
18000;18;0.712700
21000;21;0.969162
24000;24;1.271368
30000;30;2.090722
36000;36;2.882016
42000;42;3.877296
