20000;1;4,504779
20000;2;3,290664
20000;3;2,881160
20000;4;2,669889
20000;6;2,488330
20000;9;2,341234
20000;12;2,284073
20000;15;2,240789
20000;18;2,230021
20000;21;2,202692
20000;48;2,151218
